Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
ARXX,Deep,33.00,6.50,6.00,9.00,-10.62,0.00,4.00,3.00,1.00,81.00,8.00,110.02,180203.00,4.00,10.00
Crown Lands,Howlin' Back Again,39.00,4.90,9.70,6.00,-2.69,1.00,22.00,17.00,1.00,15.00,1.70,121.21,169808.00,4.00,10.00
The Undercover Dream Lovers,Get to You,42.00,7.60,7.10,5.00,-6.21,0.00,4.00,68.00,42.00,10.00,8.90,113.98,208421.00,4.00,6.00
A Scent Like Wolves,Telephone,39.00,5.50,9.40,3.00,-4.04,0.00,8.00,1.00,1.00,40.00,3.70,124.98,198840.00,4.00,8.00
Idan Rafael Haviv,◊©◊ú◊û◊ô◊ù,55.00,4.20,3.60,0.00,-12.37,1.00,6.00,85.00,1.00,11.00,0.90,86.08,221025.00,4.00,9.00
Otis Junior,When It's Sweet,30.00,8.20,4.90,9.00,-5.67,0.00,7.00,30.00,1.00,9.00,7.70,86.82,160250.00,4.00,1.00
Madhav Gopi Nair,Mukti,17.00,3.50,3.40,4.00,-11.11,1.00,3.00,72.00,91.00,15.00,0.60,112.97,111765.00,5.00,6.00
The Sequence,Funk You Up - 12'' Version,24.00,9.20,7.70,0.00,-5.74,1.00,31.00,51.00,1.00,5.00,7.80,103.71,652320.00,4.00,5.00
Advaita,Ghir Ghir,33.00,6.00,7.30,4.00,-10.47,1.00,4.00,38.00,73.00,37.00,8.60,137.99,5.09,3.00,11.00
John Campbell,Devil in My Closet,30.00,3.50,5.00,8.00,-11.50,1.00,3.00,1.00,1.00,13.00,5.70,81.02,360600.00,4.00,2.00
Dan + Shay,Glad You Exist,79.00,7.50,5.50,11.00,-6.12,1.00,3.00,24.00,1.00,12.00,6.60,103.95,2.41,4.00,4.00
Gymshorts,Gotta Get Away,23.00,1.50,8.40,9.00,-8.37,1.00,4.00,1.00,50.00,67.00,7.30,180.03,145932.00,4.00,1.00
Liz Phair,Fuck and Run,47.00,7.70,6.40,2.00,-7.95,1.00,3.00,74.00,3.00,9.00,9.50,136.23,187933.00,4.00,1.00
Stephen Taranto,Pixel Heart: Verdant,28.00,3.70,9.60,11.00,-7.93,0.00,8.00,1.00,79.00,11.00,2.10,83.96,312363.00,4.00,8.00
Deep Purple,Gettin' Tighter,43.00,4.20,8.30,7.00,-9.07,1.00,8.00,1.00,7.00,15.00,7.50,120.87,218173.00,4.00,10.00
Loyle Carner,Yesterday,60.00,4.30,9.80,11.00,-2.98,0.00,44.00,7.00,1.00,13.00,4.20,92.04,168654.00,4.00,5.00
Nickelback,Rockstar,70.00,6.20,9.10,0.00,-3.00,1.00,4.00,5.00,1.00,34.00,6.90,144.07,252040.00,4.00,10.00
Post Malone,Motley Crew,90.00,8.00,6.30,3.00,-3.82,0.00,8.00,9.00,1.00,10.00,2.90,129.92,3.07,4.00,9.00
Yehudit Ravitz,◊®◊ó◊ë◊™ ◊î◊®◊ô◊ß◊ï◊ì◊ô◊ù,20.00,4.20,7.60,9.00,-8.29,1.00,6.00,30.00,1.00,36.00,4.70,152.47,298693.00,4.00,10.00
Olivia Rodrigo,good 4 u,99.00,5.60,6.60,9.00,-5.04,1.00,15.00,34.00,1.00,8.00,6.90,166.93,2.97,4.00,9.00
Rema,Bounce,59.00,4.60,8.50,11.00,-6.78,0.00,5.00,3.00,1.00,12.00,6.30,114.96,187783.00,4.00,9.00
Charlie Puth,Cheating on You,75.00,7.50,5.40,4.00,-6.79,1.00,3.00,1.00,1.00,10.00,6.00,123.04,196607.00,4.00,9.00
Ravid Plotnik,◊†◊¢◊†◊¢,46.00,7.10,3.40,7.00,-13.14,1.00,11.00,45.00,1.00,85.00,3.90,68.00,320333.00,4.00,5.00
Ulver,Little Boy,33.00,2.80,4.10,4.00,-14.35,1.00,4.00,1.00,29.00,11.00,0.60,91.13,323430.00,4.00,10.00
Alien Ant Farm,Smooth Criminal,75.00,6.50,9.60,9.00,-4.26,0.00,6.00,1.00,1.00,14.00,8.70,126.93,209267.00,4.00,9.00
Live,Selling The Drama,57.00,4.50,9.10,6.00,-6.74,1.00,6.00,1.00,1.00,10.00,3.40,124.42,208293.00,4.00,10.00
Something Corporate,Punk Rock Princess,51.00,5.20,8.80,7.00,-5.23,1.00,8.00,1.00,1.00,9.00,3.70,130.08,232200.00,4.00,10.00
Buzzcocks,Ever Fallen in Love (With Someone You Shouldn't've)?,64.00,2.70,8.30,4.00,-9.07,1.00,5.00,1.00,1.00,6.00,7.80,175.51,163693.00,4.00,10.00
Enamour,Dragonfly,32.00,7.50,8.00,7.00,-9.79,0.00,4.00,2.00,91.00,9.00,2.10,122.01,259606.00,4.00,9.00
mehro,chance with you,52.00,5.60,4.90,4.00,-8.13,0.00,3.00,86.00,3.00,15.00,3.80,144.10,215516.00,4.00,9.00
Christian L√∂ffler,Pastoral,55.00,1.60,1.90,10.00,-20.92,1.00,4.00,94.00,96.00,10.00,0.30,105.10,220630.00,3.00,1.00
Mark Ronson,Uptown Funk (feat. Bruno Mars) - Radio Edit,48.00,8.20,6.60,0.00,-4.70,1.00,10.00,1.00,1.00,27.00,9.60,114.49,228493.00,4.00,9.00
Rosie Flores,Simple Case of the Blues,38.00,6.50,6.30,11.00,-6.79,0.00,4.00,28.00,1.00,12.00,7.40,107.69,218747.00,4.00,2.00
Ayron Jones,Take Me Away,57.00,4.80,8.40,1.00,-4.45,0.00,6.00,1.00,11.00,22.00,5.50,156.14,246933.00,4.00,10.00
Dream Drop,Reckless Demon Youth,35.00,3.80,9.30,6.00,-5.39,0.00,12.00,1.00,1.00,19.00,4.10,184.00,183040.00,4.00,8.00
Langston Hughes,I Have Known Rivers,10.00,7.10,1.50,3.00,-14.16,1.00,54.00,78.00,1.00,21.00,4.70,89.27,66490.00,5.00,5.00
Abby Wolfe,Take It Slow,40.00,6.80,5.40,10.00,-7.97,1.00,3.00,51.00,1.00,9.00,3.90,88.00,181569.00,4.00,9.00
Eagles,Life in the Fast Lane - 2013 Remaster,72.00,6.70,7.60,9.00,-7.25,1.00,7.00,10.00,1.00,5.00,8.80,109.54,4.77,4.00,10.00
Die Apokalyptischen Reiter,Tiki,34.00,4.10,9.40,0.00,-5.25,1.00,13.00,1.00,64.00,34.00,1.60,98.09,152252.00,4.00,8.00
Icon of Sin,Virtual Empire,33.00,4.90,9.60,4.00,-7.77,0.00,5.00,4.00,1.00,39.00,3.10,145.06,352943.00,4.00,8.00
Spirit Adrift,Supernaut,32.00,4.30,9.30,7.00,-6.25,1.00,11.00,1.00,7.00,10.00,3.10,118.07,282978.00,4.00,8.00
Shlomo Artzi,◊ú◊î◊¶◊ô◊ú ◊ê◊ï◊™◊ö,29.00,6.10,7.70,1.00,-6.68,0.00,3.00,30.00,1.00,13.00,8.40,129.99,280360.00,4.00,10.00
Eric B. & Rakim,Microphone Fiend,48.00,5.90,8.00,11.00,-8.71,1.00,26.00,35.00,1.00,19.00,6.90,94.10,314600.00,4.00,5.00
"Kayla Nicole, Taylor Girlz",Bundles (feat. Taylor Girlz),78.00,9.40,6.80,11.00,-5.93,1.00,31.00,1.00,1.00,6.00,5.80,130.02,2.58,4.00,9.00
The Rapture,How Deep Is Your Love?,52.00,4.70,8.30,9.00,-3.94,0.00,6.00,1.00,1.00,19.00,1.30,122.33,385920.00,4.00,10.00
A Day To Remember,All I Want,64.00,3.50,9.80,2.00,-3.23,0.00,14.00,1.00,1.00,34.00,2.10,160.04,202640.00,4.00,10.00
Morgan Evans,Love Is Real,58.00,6.50,7.30,3.00,-5.09,1.00,5.00,1.00,1.00,20.00,7.10,95.02,2.72,4.00,4.00
Habalyanim,◊©◊ï◊ë◊ô◊†◊ô◊°◊ò,15.00,5.20,7.70,10.00,-5.84,0.00,19.00,10.00,1.00,6.00,7.90,189.80,240307.00,4.00,10.00
Wilco,Random Name Generator,39.00,6.20,9.60,2.00,-6.47,1.00,5.00,28.00,13.00,13.00,6.50,143.99,229489.00,4.00,6.00
DOECHII,Yucky Blucky Fruitcake,71.00,6.00,6.20,8.00,-7.48,0.00,28.00,46.00,1.00,66.00,8.90,97.92,4.59,4.00,9.00
Gabi Shoshan,◊ô◊ú◊ì◊î ◊ß◊ò◊†◊î,27.00,6.90,5.40,7.00,-11.39,0.00,4.00,58.00,1.00,9.00,6.30,135.23,240693.00,4.00,10.00
Brothers Osborne,I Don't Remember Me (Before You),61.00,6.10,6.10,4.00,-7.50,0.00,3.00,10.00,1.00,10.00,6.00,146.03,3.21,4.00,4.00
Zero 9:36,Come Thru,51.00,6.10,8.60,4.00,-4.07,1.00,4.00,2.00,1.00,44.00,6.40,93.04,177227.00,4.00,10.00
Róisín O,Lose You to Love Me,47.00,3.50,0.90,6.00,-15.32,1.00,5.00,94.00,1.00,9.00,2.90,176.18,3.97,3.00,11.00
DIIV,Skin Game,43.00,4.80,7.50,6.00,-6.33,0.00,4.00,1.00,81.00,12.00,4.00,124.97,265467.00,4.00,10.00
The Swellers,The Best I Ever Had,49.00,3.60,9.80,2.00,-3.69,0.00,9.00,1.00,1.00,34.00,4.90,193.04,239560.00,4.00,10.00
Stalos & Oren Chen,◊ñ◊î ◊ú◊ê ◊¢◊ï◊©◊î ◊ú◊ô ◊õ◊ú◊ï◊ù,25.00,6.80,9.30,8.00,-4.07,1.00,3.00,21.00,1.00,4.00,7.90,109.98,229933.00,4.00,9.00
Emery,Walls,46.00,2.70,9.20,1.00,-5.26,0.00,17.00,1.00,1.00,16.00,4.20,169.16,203707.00,4.00,10.00
Lionel Richie,Stuck On You - Live,22.00,4.40,6.80,4.00,-9.04,1.00,4.00,11.00,1.00,97.00,3.50,142.11,4.34,4.00,9.00
Oren Barzilay,◊®◊ß ◊ê◊ï◊™◊ö,17.00,6.40,6.20,7.00,-9.27,1.00,6.00,5.00,1.00,19.00,4.80,82.99,207030.00,4.00,10.00
Foo Fighters,All My Life,73.00,5.80,6.00,5.00,-5.70,1.00,5.00,1.00,1.00,48.00,6.40,167.72,263440.00,4.00,10.00
Gucci Mane,Jumped Out the Whip (feat. A$AP Rocky),43.00,8.10,4.60,2.00,-5.92,1.00,35.00,7.00,1.00,13.00,4.00,141.94,216373.00,4.00,5.00
"Luiz Bonfá, Panos Megarchiotis",Passeio No Rio - Arranged by Carlos Barbosa-Lima,40.00,5.70,1.60,2.00,-16.84,1.00,8.00,96.00,92.00,11.00,3.10,114.32,3.07,4.00,7.00
Concha Piquer,Ojos verdes,35.00,6.60,1.20,0.00,-9.40,0.00,14.00,98.00,1.00,10.00,2.80,104.21,198213.00,3.00,9.00
Supergrass,"Tales of Endurance, Pt. 4, 5 & 6",53.00,2.80,6.50,9.00,-7.60,0.00,3.00,1.00,40.00,22.00,1.20,91.54,331427.00,4.00,1.00
The New Respects,Trouble,43.00,5.20,7.00,2.00,-5.62,1.00,6.00,2.00,1.00,69.00,3.40,147.91,203187.00,4.00,10.00
Hadag Nahash,◊®◊°◊ô◊°◊ô◊ù ◊¢◊ú ◊î◊ó◊ï◊£,27.00,6.30,5.50,4.00,-8.49,0.00,12.00,35.00,1.00,11.00,7.20,164.99,204030.00,4.00,9.00
Julia Jacklin,Pressure To Party,48.00,4.70,8.10,4.00,-3.96,1.00,4.00,1.00,1.00,12.00,3.70,141.97,182307.00,4.00,6.00
Little G Weevil,Apple Picker (Acoustic),37.00,6.90,1.00,0.00,-11.72,1.00,6.00,82.00,1.00,34.00,4.80,114.14,336863.00,4.00,2.00
Lazy Queen,Self-care 101,17.00,4.20,7.70,1.00,-6.45,1.00,4.00,1.00,1.00,21.00,4.70,87.42,320522.00,4.00,10.00
No Somos Marineros,Los Bajos Fondos,33.00,4.80,6.00,4.00,-9.91,1.00,4.00,35.00,88.00,9.00,0.90,179.39,173107.00,3.00,10.00
Ghost Town Blues Band,Tip of My Hat (Live),33.00,8.00,7.30,0.00,-6.65,1.00,4.00,29.00,1.00,98.00,9.00,120.34,268650.00,4.00,2.00
"Keethan, Pavitra Krishnan, Shravan Sridhar",Seher,34.00,3.20,5.70,11.00,-8.67,1.00,4.00,65.00,67.00,11.00,0.60,99.49,3.48,4.00,11.00
Amaranthe,Archangel,60.00,4.10,9.70,0.00,-7.10,1.00,7.00,1.00,1.00,9.00,2.30,180.03,203373.00,4.00,8.00
Acollective,Happiest of All Memorial Days,37.00,4.10,5.10,6.00,-8.28,0.00,3.00,35.00,57.00,8.00,2.30,147.90,281093.00,4.00,6.00
No Memories of Tomorrow,Graeme James,8.00,5.80,3.00,2.00,-14.27,0.00,3.00,75.00,6.00,13.00,4.80,129.87,4.35,4.00,11.00
The All-American Rejects,"Swing, Swing",68.00,5.50,7.20,7.00,-5.86,1.00,3.00,1.00,13.00,4.00,3.20,127.95,233267.00,4.00,9.00
Nattali Rize,Indestructible,41.00,8.50,6.80,6.00,-4.69,0.00,11.00,27.00,1.00,5.00,6.50,86.00,183694.00,4.00,10.00
Apoorva Krishna,Tinky Winky,13.00,2.90,8.80,7.00,-4.17,1.00,5.00,8.00,39.00,8.00,8.70,171.47,317784.00,4.00,6.00
Ronnie Robinson Trio,Pent-Up House,38.00,6.70,3.40,7.00,-13.90,1.00,4.00,89.00,91.00,10.00,6.60,168.74,2.30,3.00,7.00
Peled,◊ê◊ú◊§◊ô◊ù,41.00,7.10,6.80,7.00,-5.39,0.00,8.00,54.00,1.00,37.00,5.00,113.04,195699.00,4.00,5.00
Tay Money,Asthma Pump (with Flo Milli),65.00,9.10,6.60,1.00,-4.03,1.00,36.00,2.00,1.00,29.00,4.00,119.98,178973.00,4.00,5.00
Allegaeon,Concerto in Dm,35.00,5.60,9.70,2.00,-3.78,1.00,4.00,1.00,83.00,38.00,3.30,103.99,441035.00,4.00,8.00
Quami,Squeeze Me,17.00,6.90,9.10,9.00,-3.85,1.00,5.00,8.00,1.00,13.00,5.70,114.98,290600.00,4.00,5.00
Oasis,Whatever,56.00,2.50,9.10,7.00,-2.44,1.00,4.00,4.00,1.00,26.00,3.40,91.16,382267.00,4.00,6.00
Ghost Iris,Coda,43.00,4.90,9.90,1.00,-2.24,0.00,11.00,1.00,1.00,33.00,2.20,90.02,243000.00,4.00,8.00
Slowdive,Alison,60.00,2.80,4.50,4.00,-11.43,1.00,4.00,1.00,78.00,11.00,2.80,101.69,230987.00,4.00,6.00
Billie Eilish,I Didn't Change My Number,77.00,8.50,4.80,9.00,-5.84,1.00,23.00,61.00,27.00,30.00,6.80,142.02,2.64,4.00,9.00
Garbage,Wolves - Edit,18.00,4.80,9.60,5.00,-6.39,0.00,4.00,1.00,71.00,26.00,6.40,145.00,219541.00,4.00,10.00
Britney Spears,Liar,40.00,5.90,7.80,6.00,-5.27,0.00,7.00,1.00,1.00,41.00,8.10,159.95,3.28,4.00,9.00
Ruff Sqwad,Functions On the Low,37.00,7.40,6.50,8.00,-7.71,0.00,14.00,82.00,15.00,20.00,5.80,139.96,282067.00,4.00,5.00
Shlomo Artzi,◊©◊ô◊†◊ï◊ô◊ô ◊û◊ñ◊í ◊î◊ê◊ï◊ï◊ô◊®,32.00,5.40,6.10,6.00,-10.46,0.00,4.00,31.00,1.00,37.00,8.30,86.54,340680.00,4.00,10.00
Manal,Casa Con Diez Pinos,34.00,5.30,5.60,2.00,-6.98,1.00,4.00,71.00,2.00,15.00,6.50,168.40,254467.00,3.00,2.00
The Black Keys,Little Black Submarines,67.00,3.70,4.70,2.00,-7.51,1.00,4.00,16.00,1.00,11.00,4.90,95.16,251267.00,4.00,10.00
Noah Cyrus,July,83.00,7.10,1.90,9.00,-8.95,0.00,4.00,87.00,1.00,8.00,3.20,72.54,156106.00,4.00,9.00
Tomberlin,Wasted,55.00,7.70,5.60,4.00,-9.77,1.00,4.00,42.00,12.00,14.00,7.00,93.07,149423.00,4.00,6.00
The Yardbirds,Over Under Sideways Down - The Mono Album,46.00,5.30,8.60,11.00,-10.58,1.00,8.00,29.00,23.00,31.00,3.90,96.52,142507.00,4.00,6.00
Wolfmother,Woman,60.00,1.90,9.50,9.00,-3.50,0.00,22.00,1.00,9.00,9.00,2.20,150.75,175667.00,4.00,10.00
Led Zeppelin,No Quarter - Remaster,56.00,3.40,3.40,11.00,-14.38,1.00,4.00,66.00,46.00,38.00,1.20,142.36,419133.00,4.00,10.00
Hollow Front,Falling Apart,48.00,5.30,9.80,9.00,-3.65,0.00,10.00,1.00,1.00,26.00,2.40,119.99,244000.00,4.00,10.00
San Holo,"you‚Äôve changed, i‚Äôve changed",0.00,4.20,6.20,5.00,-7.90,1.00,5.00,12.00,1.00,27.00,1.90,130.18,311625.00,4.00,6.00
The Beatles,I Want To Hold Your Hand - Remastered 2015,72.00,4.90,7.20,7.00,-5.55,1.00,5.00,39.00,1.00,31.00,8.70,130.73,145747.00,4.00,10.00
Beloved,Only Our Faces Hide,30.00,3.60,9.50,2.00,-4.10,1.00,6.00,1.00,22.00,31.00,1.80,172.94,232853.00,4.00,10.00
The Cult,She Sells Sanctuary,69.00,5.50,7.70,7.00,-8.68,1.00,3.00,1.00,87.00,13.00,4.20,139.46,252533.00,4.00,10.00
Carach Angren,Franckensteina Strataemontanus,39.00,5.70,9.20,8.00,-6.90,1.00,4.00,1.00,14.00,14.00,3.60,100.04,183008.00,4.00,8.00
Damien,To The Moon,49.00,3.80,0.40,0.00,-21.75,1.00,4.00,100.00,96.00,11.00,1.30,100.74,171000.00,4.00,5.00
Fleshkiller,Parallel Kingdom,20.00,4.50,9.80,1.00,-4.17,1.00,12.00,1.00,53.00,41.00,2.60,130.01,266222.00,3.00,8.00
Robert Counts,What Do I Know (feat. HARDY),52.00,5.30,5.90,0.00,-6.14,1.00,3.00,4.00,1.00,11.00,3.50,140.05,208418.00,4.00,10.00
Edgar Winter's White Trash,Keep Playin' That Rock 'n' Roll,16.00,7.00,8.60,9.00,-9.51,1.00,3.00,9.00,1.00,22.00,9.60,129.61,224707.00,4.00,2.00
Drake,What‚Äôs Next,87.00,7.80,5.90,0.00,-6.96,0.00,5.00,1.00,1.00,16.00,0.60,129.90,178154.00,4.00,5.00
Julia Kent,Carapace,31.00,4.80,3.30,4.00,-14.01,0.00,3.00,16.00,75.00,10.00,2.20,132.05,211216.00,4.00,1.00
Michael Chapman,The Man Who Hated Mornings,33.00,5.50,5.80,0.00,-8.58,1.00,4.00,49.00,6.00,21.00,4.70,63.32,247224.00,4.00,2.00
"Arthur ""Big Boy"" Crudup",My Mama Don't Allow Me,30.00,6.20,1.20,2.00,-14.22,1.00,4.00,99.00,1.00,12.00,4.70,93.08,190041.00,4.00,2.00
Big Brother & The Holding Company,Piece of My Heart,69.00,4.40,7.30,4.00,-7.95,1.00,15.00,26.00,1.00,17.00,5.70,160.82,253333.00,4.00,10.00
Timothy Kay Band,I'll Know,51.00,4.50,1.60,0.00,-14.16,1.00,4.00,92.00,87.00,11.00,1.60,68.87,5.02,4.00,7.00
Cody Johnson,Sad Songs and Waltzes (with Willie Nelson),54.00,5.50,3.50,11.00,-8.28,1.00,3.00,70.00,1.00,10.00,2.80,105.79,211867.00,3.00,1.00
Britney Spears,Just Like Me,0.00,7.50,5.90,9.00,-7.09,0.00,5.00,7.00,1.00,11.00,5.60,101.94,2.74,4.00,9.00
The Weeknd,Save Your Tears,93.00,6.80,8.30,0.00,-5.49,1.00,3.00,2.00,1.00,54.00,6.40,118.05,215627.00,4.00,9.00
SOJA,Something To Believe In,35.00,8.10,6.50,0.00,-5.04,1.00,4.00,50.00,1.00,8.00,7.20,139.97,209824.00,4.00,10.00
Best Friends Club,Evil Containment Wave (Part II),20.00,8.10,5.70,9.00,-13.42,0.00,8.00,55.00,82.00,13.00,5.10,120.01,250000.00,4.00,9.00
Van Halen,Hot For Teacher,69.00,5.50,9.50,2.00,-4.67,1.00,15.00,1.00,1.00,6.00,4.70,127.63,282747.00,4.00,10.00
Johnny Adams,It Ain't The Same Thing,12.00,9.20,5.40,9.00,-9.30,0.00,4.00,24.00,1.00,5.00,9.10,106.95,252907.00,4.00,2.00
Olivia Lunny,Sad To See You Happy,56.00,6.40,6.50,8.00,-5.73,1.00,4.00,1.00,1.00,16.00,5.50,140.00,174921.00,4.00,9.00
Rand Aldo,Desert Parade,42.00,2.10,1.10,0.00,-18.83,1.00,4.00,88.00,94.00,10.00,1.40,106.23,3.14,4.00,7.00
Merle Haggard,It's Not Love (But It's Not Bad),35.00,6.60,2.80,7.00,-13.56,1.00,3.00,19.00,1.00,11.00,5.20,108.29,3.36,4.00,4.00
"Blxst, Tyga, Ty Dolla $ign",Chosen (feat. Ty Dolla $ign),82.00,5.70,7.70,2.00,-5.16,1.00,29.00,34.00,1.00,8.00,6.10,93.42,2.69,4.00,9.00
MOSSS,Here If You Want (Pale Blue),54.00,7.60,6.00,7.00,-7.35,1.00,8.00,27.00,86.00,11.00,5.60,96.02,199036.00,4.00,6.00
The Sounds,Painted By Numbers,47.00,4.80,8.10,3.00,-3.96,0.00,3.00,1.00,1.00,11.00,7.30,145.18,200000.00,4.00,10.00
The Lumineers,Ho Hey,75.00,6.80,4.70,0.00,-9.18,1.00,3.00,77.00,1.00,9.00,4.20,79.91,163133.00,4.00,9.00
Charlotte Day Wilson,Take Care of You (feat. Syd),63.00,6.80,4.90,4.00,-9.73,0.00,11.00,82.00,2.00,28.00,2.80,126.99,213071.00,4.00,6.00
Lower Than Atlantis,Had Enough,45.00,5.60,8.20,2.00,-4.85,1.00,10.00,1.00,1.00,49.00,5.30,93.50,200760.00,4.00,1.00
Jeris Johnson,One Night,54.00,6.30,7.80,1.00,-7.21,1.00,6.00,1.00,1.00,10.00,9.60,160.04,163492.00,4.00,1.00
Andi,Over,65.00,5.20,5.30,10.00,-6.46,0.00,22.00,9.00,1.00,43.00,1.50,94.23,153244.00,4.00,9.00
Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",80.00,6.00,5.30,10.00,-9.12,1.00,3.00,43.00,1.00,9.00,3.40,136.57,4.69,4.00,10.00
The Ben Webster Quintet,Makin' Whoopee,40.00,5.30,0.60,8.00,-19.13,1.00,6.00,88.00,13.00,12.00,3.60,93.49,4.53,4.00,7.00
The Allergies,Get Yourself Some,30.00,7.30,6.50,5.00,-7.94,0.00,4.00,1.00,1.00,34.00,8.80,108.02,180707.00,4.00,2.00
Kings of Leon,Echoing,58.00,2.90,7.80,0.00,-5.58,1.00,3.00,1.00,23.00,10.00,2.40,147.88,217347.00,4.00,10.00
Shubha Mudgal,Awakning Main Sutti,1.00,2.80,6.60,6.00,-6.64,0.00,4.00,1.00,1.00,15.00,3.10,81.61,6.24,4.00,11.00
Galleons,Playing With Fire is Such a Clich√©,42.00,4.70,9.30,7.00,-4.63,1.00,6.00,1.00,1.00,36.00,0.80,100.01,303000.00,4.00,8.00
Zara Larsson,Morning,34.00,6.20,6.30,11.00,-6.02,1.00,10.00,13.00,1.00,25.00,7.70,106.31,175305.00,4.00,9.00
A. K. Paul,Be Honest,38.00,8.10,2.00,0.00,-12.95,1.00,21.00,25.00,1.00,8.00,3.40,124.01,237027.00,4.00,6.00
Marilyn Manson,Third Day Of A Seven Day Binge,49.00,6.10,9.40,0.00,-3.07,1.00,5.00,1.00,1.00,15.00,6.50,110.01,266702.00,4.00,8.00
Hadag Nahash,◊°◊¢!,40.00,8.30,8.20,1.00,-4.78,0.00,7.00,1.00,1.00,13.00,8.50,113.00,228117.00,4.00,5.00
Tori Harper,After Dark,46.00,6.50,5.10,11.00,-8.48,1.00,4.00,86.00,1.00,13.00,0.70,111.96,4.14,4.00,11.00
Saint Sister,Causing Trouble - Kormac Remix,50.00,3.10,5.40,5.00,-7.20,1.00,4.00,63.00,1.00,15.00,1.50,75.38,227707.00,4.00,1.00
ISLAND,Do You Remember The Times,28.00,5.70,9.50,9.00,-3.50,1.00,4.00,14.00,1.00,7.00,6.10,138.01,224840.00,4.00,1.00
Don Henley,Sunset Grill,48.00,5.60,5.80,8.00,-12.18,1.00,3.00,8.00,1.00,6.00,4.50,91.88,379000.00,4.00,10.00
"Mukesh, Lata Mangeshkar",Aa Ab Laut Chalen,23.00,2.90,5.70,9.00,-7.71,0.00,4.00,87.00,1.00,44.00,6.70,146.36,4.38,4.00,3.00
Ron Gallo,Kill the Medicine Man,32.00,4.10,8.20,9.00,-6.24,1.00,7.00,6.00,1.00,15.00,2.80,90.47,153717.00,4.00,1.00
Thieves Like Us,Drugs in My Body,45.00,6.90,6.60,2.00,-10.42,0.00,4.00,1.00,46.00,15.00,8.00,116.87,216600.00,4.00,6.00
Dermot Kennedy,Shelter,0.00,3.70,2.70,1.00,-14.88,1.00,4.00,96.00,1.00,7.00,0.50,84.55,4.50,4.00,11.00
"Car, the garden",A Kid From Bathroom,23.00,6.20,7.50,5.00,-3.89,0.00,4.00,32.00,1.00,9.00,4.80,113.96,163875.00,4.00,10.00
Sense Field,Dreams,23.00,5.10,6.60,3.00,-12.15,1.00,3.00,3.00,1.00,12.00,4.60,101.53,262600.00,1.00,10.00
Television,Venus,47.00,5.50,6.30,0.00,-11.49,1.00,4.00,1.00,18.00,5.00,9.10,114.55,229027.00,4.00,1.00
"Earth, Wind & Fire",September,80.00,7.00,8.30,9.00,-7.26,1.00,3.00,17.00,1.00,27.00,9.80,125.93,215093.00,4.00,10.00
The Foxies,Screws,38.00,5.80,8.30,0.00,-4.32,0.00,6.00,1.00,1.00,30.00,6.50,167.99,165323.00,4.00,10.00
AJ Tracey,Kukoƒç (feat. NAV),68.00,7.40,8.50,9.00,-6.03,0.00,7.00,21.00,1.00,30.00,8.40,141.99,195000.00,4.00,5.00
Type O Negative,Cinnamon Girl,45.00,4.80,9.10,1.00,-5.94,1.00,5.00,13.00,78.00,10.00,4.70,99.05,248333.00,4.00,8.00
Avril Lavigne,Head Above Water,69.00,5.80,6.90,5.00,-5.35,1.00,7.00,1.00,1.00,10.00,2.70,129.92,220850.00,4.00,9.00
Tempa T,Next Hype - Instrumental,19.00,8.70,7.60,8.00,-6.45,1.00,11.00,1.00,83.00,7.00,2.80,139.97,239640.00,4.00,5.00
Viscera,Lamb to the Slaughter,33.00,4.20,9.60,7.00,-5.25,0.00,19.00,1.00,13.00,39.00,1.70,119.97,230500.00,4.00,8.00
Skating Polly,Hollywood Factory,30.00,6.10,7.20,11.00,-5.85,1.00,5.00,47.00,1.00,10.00,9.60,124.71,175053.00,4.00,1.00
"Samuel Lindon, Ensemble Cordes De La Mer",La Tour - Orchestral Version,44.00,1.80,0.60,2.00,-18.99,0.00,4.00,99.00,95.00,10.00,0.80,74.70,2.32,4.00,7.00
Black Pumas,Colors,66.00,5.50,7.00,4.00,-6.54,1.00,3.00,9.00,1.00,20.00,6.00,89.88,246587.00,4.00,10.00
The Jesus and Mary Chain,April Skies,54.00,5.50,7.20,3.00,-6.87,1.00,4.00,1.00,41.00,14.00,5.90,118.52,239621.00,4.00,10.00
Charlie Feathers,One Hand Loose,31.00,6.60,7.60,4.00,-9.58,1.00,4.00,79.00,1.00,12.00,9.10,89.29,144480.00,4.00,10.00
Chicocurlyhead,Modelo,47.00,5.90,6.70,3.00,-5.24,0.00,21.00,57.00,1.00,9.00,5.10,81.75,160244.00,4.00,5.00
Westlife,If Your Heart's Not In It,0.00,5.30,5.70,0.00,-7.09,1.00,2.00,40.00,1.00,32.00,3.40,82.97,4.34,4.00,9.00
Rochelle Jordan,Something,34.00,7.80,7.00,1.00,-5.98,0.00,4.00,2.00,1.00,7.00,4.90,126.02,239516.00,3.00,6.00
Nasty Cherry,Win,49.00,7.80,5.50,7.00,-5.99,1.00,4.00,1.00,1.00,8.00,5.00,115.03,164203.00,4.00,1.00
Psymon Spine,Milk,34.00,7.70,4.80,0.00,-8.07,0.00,10.00,21.00,2.00,11.00,6.00,107.00,254461.00,4.00,6.00
